filename	idx	character	case	minTime	maxTime	rhyme	rhyme_duration	f0min	f0max	f0min_time	f0max_time	t1	t2	t3	t4	t5	t6	t7	t8	t9	t10	t11	t12	t13	t14	t15	t16	t17	t18	t19	t20
S22diaN1B1	6	篮	Object	0.81954	1.10201	@n	0.2554599999999999	94.879	109.259	0.9364997665130442	0.84655	109.826	105.973	101.457	100.392	98.63	96.449	95.081	94.881	95.155	96.25	97.651	99.564	101.531	103.736	106.157	107.008	107.9	108.306	107.565	105.459
S22diaN1B1	7	子	 Object(suffix)	1.10201	1.28372	I	0.09121999999999986	101.27	109.025	1.25372	1.1963672941274528	107.745	107.955	108.165	108.391	108.616	108.786	108.93	109.015	108.985	108.955	108.513	108.07	107.349	106.477	105.641	104.89	104.139	102.958	101.753	100.986
S22diaN1B5	1	小	Name(prefix)	0.24825	0.49481	yaw	0.09391000000000005	106.45	128.184	0.49481	0.40227324263038544	128.184	127.584	126.738	125.846	124.002	122.159	120.568	119.383	118.197	117.304	116.523	115.761	115.29	114.819	113.863	112.169	110.475	109.039	107.695	106.371
S22diaN1B5	2	莹	Name	0.49481	0.67556	iN	0.13636000000000004	89.383	102.784	0.5736525678854937	0.6553458961419405	92.595	92.158	91.673	90.753	89.969	89.599	89.961	91.351	92.792	94.268	95.196	95.94	97.359	98.837	100.29	101.572	102.337	102.676	102.415	100.317
S22diaN1B5	3	提	Verb	0.67556	0.82845	ia	0.10097	97.222	101.329	0.7586324993037094	0.8271610733558025	100.536	100.55	100.564	99.809	98.461	97.233	97.228	97.224	97.531	98.035	98.539	99.042	99.544	99.99	100.406	100.779	100.963	101.148	101.238	101.289
S22diaN1B5	4	哒	Aspect	0.82845	0.88804	a	0.05959000000000003	96.322	101.197	0.8812998669656346	0.82845	101.316	101.285	101.254	101.222	101.194	101.179	101.165	101.15	101.135	100.93	100.726	100.522	100.318	99.516	98.573	97.629	96.686	96.447	96.651	96.855
S22diaN1B5	5	杂	Classifier	0.88804	0.95442	a	0.027020000000000044	106.305	111.943	0.95442	0.9274	113.48	113.312	113.144	112.976	112.809	112.641	112.473	112.305	112.138	111.97	111.43	110.821	110.212	109.602	108.993	108.384	107.774	107.165	106.556	106.136
S22diaN1B5	6	篮	Object	0.95442	1.22103	@n	0.24431000000000003	88.129	104.178	1.0547205905366288	0.97672	104.155	102.853	99.94	96.55	93.024	90.674	88.526	88.893	89.095	89.715	90.021	90.581	91.608	93.031	94.125	94.701	97.413	99.475	99.73	99.123
S22diaN1B5	7	子	 Object(suffix)	1.22103	1.37397	I	0.061470000000000136	95.342	96.488	1.3397732426303854	1.3020724018700827	96.424	96.308	96.191	96.202	96.285	96.369	96.452	96.438	96.349	96.26	96.171	96.054	95.909	95.763	95.618	95.515	95.468	95.42	95.372	95.342
S22diaN1F1	1	小	Name(prefix)	0.11984	0.30611	yaw	0.09026	113.042	130.114	0.30611	0.21585	132.095	131.247	130.399	128.099	125.061	122.821	122.538	122.256	122.177	122.118	122.055	121.99	121.831	121.212	120.592	119.226	117.666	116.104	114.538	113.003
S22diaN1F1	2	岳	Name	0.30611	0.5225	o	0.16976999999999998	99.521	131.398	0.38837119103131235	0.501593518629696	102.9	101.795	100.78	99.945	99.541	99.758	100.203	101.347	103.524	106.759	110.413	114.399	119.419	125.211	125.813	127.79	129.271	130.307	131.061	125.928
S22diaN1F1	3	喫	Verb	0.5225	0.73744	y@	0.12937999999999994	114.013	127.142	0.7289927784223186	0.60806	132.276	126.165	123.555	121.469	119.619	118.218	116.995	116.033	115.374	114.846	114.625	114.535	114.614	114.752	114.884	114.856	114.742	114.53	114.257	114.078
S22diaN1F1	4	哒	Aspect	0.73744	0.77438	a	0.03693999999999997	114.665	118.514	0.73744	0.77438	114.494	114.613	114.701	114.695	114.688	114.682	114.675	114.669	114.684	114.727	114.77	114.813	114.856	114.899	115.314	115.934	116.555	117.175	117.796	118.416
S22diaN1F1	5	杂	Classifier	0.77438	0.83004	a	0.03351000000000004	116.123	123.207	0.83004	0.8004311722461489	123.059	123.088	123.117	123.147	123.176	123.206	122.866	122.513	122.16	121.807	121.454	121.101	120.519	119.764	119.01	118.255	117.5	116.745	116.047	115.613
S22diaN1F1	6	鸭	Object	0.83004	1.1013	@	0.16991999999999996	90.109	114.652	0.9785426569316515	1.088991230056857	96.942	95.086	93.489	92.146	91.204	90.36	90.361	90.862	91.746	93.569	94.578	97.1	99.756	101.421	103.496	107.477	110.996	113.43	114.612	114.646
S22diaN1F1	7	子	 Object(suffix)	1.1013	1.25258	I	0.06366000000000005	102.345	108.902	1.23073500742815	1.24258	108.988	108.894	108.881	108.869	108.807	108.632	108.457	108.282	107.933	107.574	107.214	106.701	106.074	105.447	104.789	104.015	103.242	102.468	104.423	106.894
S22diaA1	1	小	Name(prefix)	0.21061	0.3925	yaw	0.07880000000000004	115.263	121.826	0.3868959269424531	0.3137	122.818	121.085	119.66	119.094	118.529	118.39	118.307	118.571	119.175	119.786	120.436	121.087	121.432	121.673	121.608	121.013	120.418	118.274	116.111	116.223
S22diaA1	2	英	Name	0.3925	0.6425	iN	0.15903999999999996	105.411	257.157	0.48346	0.6425	103.789	105.789	107.207	108.651	110.387	112.156	113.949	115.775	117.839	120.797	124.402	128.16	131.033	133.289	135.038	135.89	136.308	135.48	133.515	194.142
S22diaA1	3	开	Verb	0.6425	0.79841	@y	0.045910000000000006	114.43	125.148	0.79841	0.7573622172448716	124.909	124.972	125.036	125.099	125.011	124.402	123.793	123.184	122.578	121.988	121.399	120.809	120.172	118.746	117.32	115.894	114.468	111.539	108.568	105.597
S22diaA1	4	哒	Aspect	0.79841	0.8925	a	0.039999999999999925	96.984	115.857	0.8925	0.8525	116.663	115.995	115.52	115.095	114.671	114.246	113.787	113.036	112.286	111.535	110.784	109.803	108.5	107.198	105.895	104.592	103.11	101.562	100.014	98.466
S22diaA1	5	杂	Classifier	0.8925	1.0225	a	0.07999999999999996	124.122	130.567	1.0225	0.9622579456401072	126.665	128.116	129.227	129.938	130.563	130.526	130.488	130.19	129.816	129.478	129.191	128.89	128.431	127.972	127.48	126.976	126.241	125.153	124.04	122.476
S22diaA1	6	椰	Object	1.0225	1.2925	E	0.19249000000000005	112.727	146.779	1.10001	1.2741730485588199	112.17	112.945	114.373	116.35	118.582	120.859	122.979	124.922	126.398	127.595	128.854	129.97	131.577	134.521	137.976	140.837	143.614	145.622	146.553	145.407
S22diaA1	7	子	 Object(suffix)	1.2925	1.4286	I	0.04610000000000003	125.179	126.422	1.3825	1.4033405448884237	124.831	124.978	125.126	125.281	125.565	125.849	126.134	126.418	126.421	126.421	126.421	126.42	126.333	126.238	126.143	126.048	125.855	125.645	125.435	125.224
S22diaA1	0	啊	SFP	1.4286	1.5425	a	0.10389999999999988	117.37	124.459	1.5299142573696145	1.4286	125.04	124.641	123.654	122.173	121.21	120.43	120.207	120.08	120.33	120.499	120.499	120.333	120.014	119.547	119.021	118.656	118.327	118.17	117.945	117.562
S22diaNB2	1	小	Name(prefix)	0.19696	0.37501	yaw	0.061939999999999995	122.859	127.488	0.37501	0.31307	128.168	127.959	127.749	127.54	127.014	126.381	125.747	125.187	124.808	124.428	124.049	124.005	124.029	124.054	123.94	123.59	123.241	122.891	121.287	119.559
S22diaNB2	2	莹	Name	0.37501	0.61983	iN	0.21050999999999997	85.427	111.276	0.4835216171881587	0.40932	112.393	108.48	104.897	100.724	97.611	90.606	89.521	85.75	89.56	94.683	94.346	95.61	97.984	102.371	105.586	108.146	109.804	110.987	109.488	102.304
S22diaNB2	3	提	Verb	0.61983	0.7796	ia	0.11873999999999996	103.52	119.21	0.7676605025029513	0.6659977324263039	119.21	118.667	114.629	111.308	109.44	107.906	106.671	106.583	106.939	106.931	106.874	106.686	106.381	105.808	105.222	104.62	104.083	103.575	103.525	103.529
S22diaNB2	4	哒	Aspect	0.7796	0.83102	a	0.05142000000000002	99.121	103.498	0.8265977234863229	0.7796	103.511	103.503	103.456	103.333	103.211	103.088	102.962	102.819	102.675	102.532	102.388	102.119	101.85	101.582	101.313	100.836	100.32	99.804	99.288	99.485
S22diaNB2	5	杂	Classifier	0.83102	0.91884	a	0.04337000000000002	113.772	118.987	0.91884	0.8901009608775641	115.308	116.482	117.655	118.082	118.3	118.517	118.735	118.952	118.731	118.426	118.121	117.817	117.512	116.806	116.056	115.305	114.555	113.804	112.306	110.776
S22diaNB2	6	篮	Object	0.91884	1.13788	@n	0.18915000000000004	95.73	106.415	1.0230823613616309	1.1221974171746198	103.385	104.35	102.036	100.151	99.604	97.834	96.885	96.126	95.815	96.046	96.378	96.716	97.122	98.177	99.642	101.204	103.224	105.22	106.329	106.192
S22diaNB2	7	子	 Object(suffix)	1.13788	1.28382	I	0.06701999999999986	100.774	104.249	1.25382	1.1868	104.368	104.153	104.134	104.181	104.228	104.221	104.169	104.117	104.027	103.866	103.705	103.497	103.029	102.56	102.092	101.683	101.277	100.872	99.687	98.256
S22diaD1	1	小	Name(prefix)	0.18279	0.3925	yaw	0.08257000000000003	116.498	121.491	0.3925	0.3108971088435375	121.491	121.305	121.062	120.841	120.641	120.159	118.702	117.245	117.599	118.041	118.58	119.165	119.759	120.368	120.649	118.935	117.221	116.807	116.586	116.415
S22diaD1	2	映	Name	0.3925	0.6025	iN	0.15811000000000003	129.108	217.133	0.44439	0.5811886609760671	125.781	129.772	136.554	141.007	142.752	147.789	160.517	178.914	188.503	195.048	200.067	203.562	206.348	208.928	210.768	212.94	215.316	216.686	216.247	214.067
S22diaD1	3	卖	Verb	0.6025	0.7231	@	0.08707999999999994	119.859	171.334	0.7231	0.63602	176.842	169.73	164.562	159.688	156.392	153.096	149.672	146.249	142.992	139.764	136.946	134.305	131.961	129.864	127.891	126.11	124.212	121.939	119.626	116.877
S22diaD1	4	哒	Aspect	0.7231	0.81597	a	0.042080000000000006	103.577	109.254	0.81597	0.77389	109.458	109.383	109.309	109.221	109.099	108.977	108.855	108.733	108.415	108.049	107.684	107.319	106.805	106.019	105.232	104.445	103.658	102.861	102.062	101.264
S22diaD1	5	杂	Classifier	0.81597	0.9337	a	0.041200000000000014	114.99	115.65	0.8925	0.9334710333782668	114.178	114.379	114.581	114.782	114.983	115.067	115.079	115.09	115.102	115.111	115.084	115.057	115.03	115.003	115.066	115.211	115.355	115.5	115.645	115.636
S22diaD1	6	柚	Object	0.9337	1.14028	o	0.17315999999999998	120.484	227.087	0.96712	1.1108429534303554	120.485	121.415	125.188	128.064	134.426	139.603	142.192	144.386	148.083	153.537	160.27	167.986	175.362	181.765	194.273	202.912	221.916	223.772	220.13	216.077
S22diaD1	7	子	 Object(suffix)	1.14028	1.30164	I	0.06601999999999997	99.037	117.772	1.2925109963415395	1.23562	117.771	117.772	116.02	114.212	112.405	110.597	108.789	107.158	105.963	104.767	103.693	102.769	101.844	101.062	100.373	99.683	99.392	99.221	99.049	99.653
S22diaN1C1	1	小	Name(prefix)	0.2425	0.44777	yaw	0.10526999999999997	107.862	114.381	0.3684673517686172	0.4081425021985902	108.563	108.52	108.38	108.223	108.019	107.897	108.043	108.418	109.71	110.949	111.918	112.865	113.66	114.196	112.211	110.393	111.334	112.261	112.543	112.826
S22diaN1C1	2	影	Name	0.44777	0.68723	iN	0.17959000000000003	115.034	132.416	0.5502892255611973	0.6780161556882938	121.543	121.107	120.254	119.015	116.932	115.735	118.082	121.247	126.84	130.245	131.447	131.402	131.248	131.584	131.473	131.295	131.324	131.684	132.23	132.415
S22diaN1C1	3	买	Verb	0.68723	0.9025	@	0.11395	108.473	121.733	0.9025	0.78855	123.926	122.282	121.508	121.169	120.822	120.473	119.948	119.397	118.497	117.54	116.246	115.041	114.084	113.16	112.29	111.412	110.527	109.623	108.709	108.099
S22diaN1C1	4	哒	Aspect	0.9025	0.9625	a	0.030000000000000027	97.75	99.352	0.9561609160337546	0.9325	100.133	99.734	99.35	99.295	99.241	99.186	99.131	99.076	99.022	98.967	98.809	98.639	98.47	98.3	98.131	97.961	97.792	97.917	98.138	98.359
S22diaN1C1	5	杂	Classifier	0.9625	1.07498	a	0.0724800000000001	114.35	116.856	1.0025	1.07498	112.982	113.606	114.231	114.591	114.887	115.184	115.307	115.401	115.494	115.592	115.692	115.791	115.753	115.707	115.66	115.652	115.645	115.649	116.061	116.473
S22diaN1C1	6	李	Object	1.07498	1.32324	i	0.20628000000000002	113.88	139.068	1.32324	1.2735632029310762	122.693	121.654	121.44	121.0	120.729	120.559	120.649	121.333	122.851	125.831	129.423	132.977	136.251	137.955	138.382	138.881	137.391	132.224	125.413	117.838
S22diaN1C1	7	子	 Object(suffix)	1.32324	1.52811	I	0.10299000000000014	99.579	128.953	1.5094355795669037	1.5247222222222223	103.946	103.81	103.494	103.294	103.365	103.418	103.407	103.359	103.086	102.811	102.519	102.227	102.339	102.458	102.224	101.95	100.987	99.871	110.005	124.123
S22diaN1A5	1	小	Name(prefix)	0.2525	0.4525	yaw	0.06923000000000001	107.221	116.002	0.4525	0.38727891156462585	116.002	116.002	114.576	112.882	111.187	110.554	110.281	110.008	109.777	109.569	109.36	109.159	108.964	108.77	108.513	108.184	107.856	107.597	107.459	107.322
S22diaN1A5	2	英	Name	0.4525	0.6025	iN	0.12151000000000006	105.847	115.718	0.48156274969991664	0.5769406909329855	105.907	106.021	106.336	107.05	107.886	109.257	110.577	111.756	112.659	113.286	113.828	114.341	114.721	115.081	115.374	115.582	115.685	115.44	115.034	112.122
S22diaN1A5	3	开	Verb	0.6025	0.78335	@y	0.09084999999999999	100.52	106.243	0.78335	0.6925	106.408	106.272	105.994	105.679	105.058	104.037	103.07	102.798	102.526	102.409	102.354	102.16	101.716	101.271	100.953	100.635	100.525	100.533	100.418	99.985
S22diaN1A5	4	哒	Aspect	0.78335	0.83816	a	0.054810000000000025	99.342	109.772	0.7902006244934198	0.83816	99.552	99.479	99.434	99.389	99.344	99.707	100.087	100.467	100.869	101.695	102.521	103.347	104.172	104.99	105.809	106.628	107.407	108.05	108.693	109.336
S22diaN1A5	5	杂	Classifier	0.83816	0.9225	a	0.060350000000000015	106.675	110.178	0.9225	0.8804279685639994	109.214	109.265	109.316	109.476	109.713	109.95	110.169	109.957	109.744	109.532	109.319	109.105	108.891	108.678	108.139	107.579	107.018	106.477	105.965	105.453
S22diaN1A5	6	椰	Object	0.9225	1.0725	E	0.12278999999999995	102.458	107.234	0.9539700337262867	1.0207839378056587	102.748	102.518	103.027	103.548	104.087	104.601	105.099	105.681	106.251	106.677	107.003	107.174	107.169	107.067	106.868	106.663	106.49	106.235	105.862	104.638
S22diaN1A5	7	子	 Object(suffix)	1.0725	1.20335	I	0.03054000000000001	99.471	100.533	1.180136054421769	1.15281	101.884	101.514	101.144	100.775	100.458	100.469	100.479	100.49	100.501	100.512	100.523	100.515	100.363	100.212	100.06	99.909	99.758	99.606	99.471	99.471
S22diaND2	1	小	Name(prefix)	0.1325	0.3525	yaw	0.09209	112.349	117.553	0.29895927301816455	0.2731844042462963	116.782	116.997	117.328	117.463	117.182	116.9	114.956	113.001	112.423	112.534	112.87	113.644	114.413	114.755	115.097	115.335	115.526	115.771	116.115	116.434
S22diaND2	2	映	Name	0.3525	0.50343	iN	0.12921000000000005	118.958	194.01	0.37690788479247556	0.50343	119.051	119.003	119.375	120.44	122.306	124.539	126.917	129.628	132.857	136.629	143.653	151.078	157.226	162.835	167.934	174.184	180.399	185.671	190.022	193.581
S22diaND2	3	卖	Verb	0.50343	0.6625	@	0.10138000000000003	121.108	189.636	0.6625	0.56112	190.077	184.555	178.354	174.293	171.124	167.364	163.196	159.101	155.085	150.903	146.432	142.35	139.423	136.614	134.539	132.476	130.911	129.346	125.719	121.888
S22diaND2	4	哒	Aspect	0.6625	0.7425	a	0.04451000000000005	105.022	112.879	0.7425	0.69799	113.216	112.991	112.653	112.204	111.755	111.305	110.856	110.455	110.075	109.695	109.315	108.935	108.185	107.383	106.58	105.777	104.968	104.068	103.168	102.268
S22diaND2	5	杂	Classifier	0.7425	0.8725	a	0.050000000000000044	109.121	111.647	0.8725	0.8225	113.18	112.661	112.143	111.635	111.34	111.045	110.75	110.455	110.263	110.105	109.947	109.789	109.641	109.504	109.368	109.232	109.113	109.069	109.025	108.982
S22diaND2	6	柚	Object	0.8725	1.02873	o	0.1357299999999999	111.392	134.942	0.893	0.9968940007335025	111.255	113.049	114.96	116.583	117.991	119.335	121.119	122.836	124.488	126.136	127.88	129.8	131.235	132.579	134.124	134.804	134.884	133.374	130.971	127.521
S22diaND2	7	子	 Object(suffix)	1.02873	1.19724	I	0.06474000000000002	100.125	110.658	1.172749433106576	1.1125	111.124	110.898	110.673	109.986	109.269	108.551	107.943	107.398	106.854	106.305	105.746	105.186	104.624	103.561	102.499	101.436	100.906	100.607	100.308	100.125
S22diaF5	1	小	Name(prefix)	0.28466	0.43302	yaw	0.06215999999999999	116.345	125.676	0.43302	0.3851940434706353	125.346	125.346	125.379	125.475	125.571	125.666	125.522	125.351	125.18	125.006	124.827	124.647	124.464	123.636	122.807	121.979	120.759	119.231	117.702	116.261
S22diaF5	2	岳	Name	0.43302	0.5592	o	0.09000000000000002	106.232	123.153	0.4809447766935419	0.5439713666025621	107.337	106.851	106.556	106.261	106.867	107.57	108.56	109.812	111.137	112.898	114.658	116.229	117.74	119.236	120.71	122.183	122.591	122.998	121.994	120.116
S22diaF5	3	喫	Verb	0.5592	0.73446	y@	0.11321999999999999	119.32	142.887	0.73446	0.6224206349206349	142.887	139.7	135.673	134.602	133.868	133.871	133.85	133.64	133.272	132.343	131.17	129.497	127.771	125.977	124.426	123.081	122.113	121.347	120.424	119.451
S22diaF5	4	哒	Aspect	0.73446	0.79521	a	0.06074999999999997	111.786	117.77	0.7818576751178128	0.73446	118.612	118.172	117.739	117.37	117.001	116.632	116.204	115.73	115.255	114.791	114.648	114.505	114.362	113.934	113.223	112.513	111.803	112.912	114.067	115.221
S22diaF5	5	杂	Classifier	0.79521	0.85556	a	0.035599999999999965	118.359	125.249	0.85556	0.823403916666682	124.927	125.022	125.117	125.212	125.082	124.809	124.536	124.263	123.99	123.717	123.089	122.218	121.346	120.475	119.603	118.732	118.118	117.698	117.277	116.856
S22diaF5	6	鸭	Object	0.85556	1.12727	@	0.17755999999999994	90.676	122.306	1.015604194208549	1.115010359545299	100.821	97.717	95.788	94.37	93.332	92.59	91.793	91.077	91.117	93.193	95.696	98.496	101.945	106.071	110.295	112.889	115.664	118.298	120.766	121.387
S22diaB1	1	小	Name(prefix)	0.18091	0.40471	yaw	0.09426000000000001	110.113	126.612	0.40471	0.31558956916099773	126.612	126.612	123.309	119.677	118.521	118.781	118.858	118.612	118.34	117.796	117.252	116.558	115.831	115.072	114.286	113.552	112.962	112.372	111.381	110.388
S22diaB1	2	莹	Name	0.40471	0.64407	iN	0.19917	106.72	126.988	0.4678066761214396	0.5939718427030398	107.009	107.021	106.742	106.827	107.261	107.961	108.502	110.321	114.797	119.541	122.471	124.519	125.608	125.755	126.538	126.982	126.494	125.052	119.639	116.35
S22diaB1	3	提	Verb	0.64407	0.80689	ia	0.08020000000000005	104.778	111.368	0.7837893144119288	0.72669	113.817	112.363	110.821	109.087	107.353	106.527	106.203	105.88	105.562	105.244	105.006	104.958	104.91	104.866	104.823	104.78	104.943	105.117	105.376	105.852
S22diaB1	4	哒	Aspect	0.80689	0.87435	a	0.048919999999999964	102.17	109.215	0.87435	0.8471417152935855	107.942	108.113	108.283	108.448	108.613	108.778	108.944	109.02	109.074	109.129	109.183	109.032	108.598	108.164	107.73	107.265	106.091	104.917	103.742	102.568
S22diaB1	5	杂	Classifier	0.87435	0.97106	a	0.04265000000000008	110.732	124.304	0.97106	0.92841	125.45	125.166	124.882	124.598	124.315	123.543	122.753	121.963	121.173	120.382	119.391	118.386	117.381	116.376	115.37	114.456	113.55	112.643	111.737	110.831
S22diaB1	6	篮	Object	0.97106	1.23598	@n	0.23774000000000006	87.803	108.679	1.0875410463706625	1.1968893243247034	104.53	101.187	97.741	94.131	92.338	91.04	89.634	88.404	88.364	90.867	94.662	97.641	101.213	103.787	104.838	105.571	107.077	108.119	106.701	103.03
S22diaB1	7	子	 Object(suffix)	1.23598	1.36145	I	0.050980000000000025	111.834	113.62	1.34145	1.3065826156849087	112.213	112.561	112.887	113.213	113.538	113.618	113.616	113.613	113.611	113.485	113.256	113.026	112.797	112.58	112.387	112.194	112.001	111.797	111.533	111.269
S22diaNA2	1	小	Name(prefix)	0.4125	0.6825	yaw	0.09999999999999998	125.695	139.842	0.6825	0.6289519436150891	139.048	139.262	139.167	138.854	138.719	138.809	138.974	139.314	139.619	139.731	139.834	139.307	138.78	137.636	136.4	134.214	131.675	129.276	126.976	124.655
S22diaNA2	2	英	Name	0.6825	0.87827	iN	0.16122000000000003	109.137	140.337	0.7425236915415947	0.8460709517759551	114.516	111.72	109.9	109.194	109.472	109.851	110.548	112.288	116.86	120.862	124.127	126.976	130.185	133.757	137.167	139.761	140.292	139.72	138.362	135.537
S22diaNA2	3	开	Verb	0.87827	1.01642	@y	0.07289000000000012	113.349	125.764	1.01642	0.94353	126.269	126.091	125.912	125.686	125.217	124.747	124.229	123.541	122.854	121.965	120.577	119.189	117.954	117.009	116.063	115.204	114.471	113.739	112.665	111.203
S22diaNA2	4	哒	Aspect	1.01642	1.1025	a	0.057949999999999946	108.163	114.419	1.1025	1.0525716771746318	114.096	114.259	114.417	114.352	114.287	114.221	114.059	113.693	113.328	112.963	112.476	111.917	111.358	110.799	110.108	109.406	108.704	108.144	108.059	107.973
S22diaNA2	5	杂	Classifier	1.1025	1.1825	a	0.040000000000000036	122.199	126.03	1.1825	1.1584592875571622	122.615	123.431	124.248	124.618	124.934	125.251	125.567	125.884	125.915	125.701	125.487	125.273	125.059	124.793	124.292	123.791	123.29	122.789	122.287	121.895
S22diaNA2	6	椰	Object	1.1825	1.3825	E	0.16659000000000002	108.276	119.081	1.3646332533249974	1.21591	119.298	118.882	118.221	117.439	116.777	116.109	115.401	114.821	114.167	113.685	113.596	114.118	114.333	114.315	114.134	113.7	112.397	109.561	108.618	109.269
S22diaNA2	7	子	 Object(suffix)	1.3825	1.52868	I	0.06313000000000013	112.406	114.766	1.4943053186403872	1.4489870658792392	114.522	114.597	114.33	114.062	113.827	113.693	113.558	113.424	113.351	113.289	113.227	113.089	112.857	112.625	112.407	112.421	112.435	112.45	112.496	112.558
S22diaC5	1	小	Name(prefix)	0.1825	0.3425	yaw	0.06882000000000005	118.426	125.287	0.2975001340019467	0.3268074816543062	119.821	120.45	121.079	120.537	119.667	118.837	118.683	118.529	118.601	119.128	119.656	120.621	121.869	123.118	123.92	124.662	125.071	123.706	122.341	122.34
S22diaC5	2	影	Name	0.3425	0.44848	iN	0.07800999999999997	125.579	129.324	0.4046175912256368	0.43090931874160576	128.456	128.444	128.037	127.543	127.199	127.062	126.919	126.358	125.797	125.762	126.061	126.534	127.674	128.813	129.133	129.252	129.267	129.125	128.982	128.797
S22diaC5	3	买	Verb	0.44848	0.5725	@	0.08515	113.505	128.797	0.5725	0.48735	128.773	128.208	127.587	126.747	125.833	124.928	124.03	123.256	122.719	122.206	121.842	121.478	120.747	119.993	119.228	118.461	117.485	116.328	115.245	114.314
S22diaC5	4	哒	Aspect	0.5725	0.65793	a	0.03864999999999996	98.203	106.042	0.65793	0.6328779902869918	105.56	105.664	105.769	105.873	105.978	106.042	106.042	106.042	106.042	106.042	105.963	105.817	105.67	105.524	105.378	104.324	102.855	101.385	99.916	98.446
S22diaC5	5	杂	Classifier	0.65793	0.79246	a	0.07996000000000003	114.318	120.542	0.7895130017206553	0.7333687831245622	115.773	117.18	118.601	119.504	120.112	120.472	120.234	119.996	119.731	119.465	119.328	119.275	119.199	119.057	118.915	118.187	117.403	116.399	115.227	114.426
S22diaC5	6	李	Object	0.79246	1.06049	i	0.22810999999999992	125.663	152.356	0.8472322841066648	1.0283485635757825	130.36	125.68	126.551	127.374	130.214	136.104	138.452	138.587	138.258	137.371	136.934	138.222	140.37	142.748	146.077	149.249	151.083	152.192	151.434	148.678
S22diaC5	7	子	 Object(suffix)	1.06049	1.2025	I	0.04999999999999982	110.564	113.804	1.1601779448709366	1.2025	111.033	110.943	110.818	110.693	110.568	110.939	111.324	111.709	112.036	112.159	112.281	112.404	112.513	112.607	112.701	112.795	113.011	113.273	113.535	113.797
S22diaC5	0	嘞	Other final	1.2025	1.4425	@	0.20999999999999996	121.837	131.624	1.4425	1.3213104194342378	121.766	122.438	123.933	125.856	127.763	129.735	130.482	131.089	131.471	131.438	130.543	129.778	129.108	128.304	127.742	127.551	127.107	126.246	124.905	122.681
S22diaN1D5	1	小	Name(prefix)	0.1525	0.3625	yaw	0.07423999999999997	109.596	116.64	0.3136699447882588	0.3625	111.811	111.639	111.168	110.697	110.31	110.013	109.717	109.69	109.848	110.007	110.319	110.695	111.071	111.693	112.369	113.045	114.238	115.468	116.687	117.693
S22diaN1D5	2	映	Name	0.3625	0.4625	iN	0.07917000000000002	128.444	144.265	0.38333	0.45489636432639496	127.157	128.513	129.641	130.77	131.838	132.796	133.755	134.319	134.67	135.02	135.372	135.724	136.469	138.5	140.53	142.03	143.056	144.082	144.096	143.89
S22diaN1D5	3	卖	Verb	0.4625	0.5725	@	0.05078000000000005	109.201	121.078	0.5725	0.52172	124.423	122.581	120.959	120.315	119.67	119.026	118.381	117.806	117.234	116.662	116.09	115.179	114.151	113.123	112.095	111.307	110.737	110.167	109.597	109.003
S22diaN1D5	4	哒	Aspect	0.5725	0.6425	a	0.039999999999999925	98.742	102.356	0.6425	0.6025	103.025	102.885	102.745	102.605	102.465	102.324	102.181	102.038	101.895	101.752	101.609	101.128	100.596	100.064	99.533	99.001	98.629	98.407	98.186	97.964
S22diaN1D5	5	杂	Classifier	0.6425	0.71144	a	0.028939999999999966	103.68	106.421	0.6825	0.71144	102.793	103.075	103.358	103.64	103.893	104.141	104.39	104.638	104.887	105.135	105.384	105.575	105.696	105.818	105.94	106.062	106.184	106.306	106.422	106.431
S22diaN1D5	6	柚	Object	0.71144	0.89512	o	0.14815	110.452	146.37	0.74697	0.8730238303100815	110.194	110.724	111.386	112.728	113.799	114.7	116.953	119.621	122.441	124.813	127.906	131.377	135.134	138.191	140.943	143.43	145.4	146.209	145.772	143.311
S22diaN1D5	7	子	 Object(suffix)	0.89512	1.05376	I	0.08126	91.79	109.805	1.0260994665305059	1.0457158508195314	110.93	108.589	107.236	105.882	104.594	103.398	102.201	100.961	99.709	98.43	96.991	95.551	94.255	93.097	91.939	97.745	104.576	109.766	109.596	109.427
S22diaN1D1	1	小	Name(prefix)	0.1425	0.3125	yaw	0.07985	130.244	136.357	0.26145376135124676	0.2342573696145125	136.357	135.559	134.223	133.198	132.472	131.686	130.82	130.334	130.602	130.896	131.266	131.581	131.61	131.678	132.239	132.8	132.877	132.947	131.997	130.933
S22diaN1D1	2	映	Name	0.3125	0.52026	iN	0.14921999999999996	148.229	212.938	0.37104	0.49164783444774685	145.749	148.858	150.99	154.075	156.42	158.904	168.885	180.661	189.329	194.935	199.474	203.841	207.596	210.671	211.645	212.04	212.72	212.098	209.64	205.755
S22diaN1D1	3	卖	Verb	0.52026	0.66816	@	0.09926000000000001	130.495	165.016	0.66816	0.5689	169.26	166.261	163.685	161.409	159.18	157.029	155.124	153.07	150.893	148.943	147.016	145.041	143.057	141.064	138.839	136.695	135.27	134.007	132.926	131.659
S22diaN1D1	4	哒	Aspect	0.66816	0.72598	a	0.05781999999999998	119.968	128.002	0.7206334596001994	0.66816	130.325	129.46	128.595	127.736	126.89	126.045	125.37	124.918	124.466	124.085	123.764	123.442	122.882	122.203	121.523	120.993	120.505	120.016	120.037	120.113
