"idx","boundary","rhyme","case","participant","dia","tone","Time","FocusCon","F0_semi","underfocus","F0_semi_scale"
2,0,"yin","Name","S2","dia","T1",9,"F5",6.46033327192977,"0",4.04612559179945
2,0,"yin","Name","S2","dia","T1",9,"F2",2.38077779766387,"1",1.51469511099702
2,0,"yin","Name","S2","dia","T1",9,"F2_1",-0.973008632128576,"0",-0.518808506734379
2,0,"yin","Name","S2","dia","T1",9,"F5_1",3.10654684213732,"0",2.01262197406805
2,0,"yin","Name","S2","dia","T1",9,"F2_5",-4.0795554742659,"0",-2.53143048080243
2,0,"yin","Name","S2","dia","T1",10,"F1",3.30396019304448,"0",2.17458401363272
2,0,"yin","Name","S2","dia","T1",10,"F5",6.50107124880284,"0",4.18834780293007
2,0,"yin","Name","S2","dia","T1",10,"F2",2.14804678814419,"1",1.33680267181321
2,0,"yin","Name","S2","dia","T1",10,"F2_1",-1.15591340490029,"0",-0.83778134181951
2,0,"yin","Name","S2","dia","T1",10,"F5_1",3.19711105575836,"0",2.01376378929735
2,0,"yin","Name","S2","dia","T1",10,"F2_5",-4.35302446065865,"0",-2.85154513111686
2,0,"yin","Name","S2","dia","T1",11,"F1",3.2494402461656,"0",2.27543825632025
2,0,"yin","Name","S2","dia","T1",11,"F5",6.53557379430176,"0",4.34888188875191
2,0,"yin","Name","S2","dia","T1",11,"F2",1.94484330007691,"1",1.17066025002885
2,0,"yin","Name","S2","dia","T1",11,"F2_1",-1.3045969460887,"0",-1.1047780062914
2,0,"yin","Name","S2","dia","T1",11,"F5_1",3.28613354813616,"0",2.07344363243165
2,0,"yin","Name","S2","dia","T1",11,"F2_5",-4.59073049422486,"0",-3.17822163872306
2,0,"yin","Name","S2","dia","T1",12,"F1",3.17347222357346,"0",2.28244509680502
2,0,"yin","Name","S2","dia","T1",12,"F5",6.57376359639252,"0",4.51959947007394
2,0,"yin","Name","S2","dia","T1",12,"F2",1.96974599912567,"1",1.20850415271764
2,0,"yin","Name","S2","dia","T1",12,"F2_1",-1.20372622444779,"0",-1.07394094408738
2,0,"yin","Name","S2","dia","T1",12,"F5_1",3.40029137281906,"0",2.23715437326891
2,0,"yin","Name","S2","dia","T1",12,"F2_5",-4.60401759726684,"0",-3.31109531735629
2,0,"yin","Name","S2","dia","T1",13,"F1",3.09571962454365,"0",2.27036581140238
2,0,"yin","Name","S2","dia","T1",13,"F5",6.6015120896567,"0",4.68876415743557
2,0,"yin","Name","S2","dia","T1",13,"F2",2.02317223775693,"1",1.21410923289049
2,0,"yin","Name","S2","dia","T1",13,"F2_1",-1.07254738678672,"0",-1.05625657851189
2,0,"yin","Name","S2","dia","T1",13,"F5_1",3.50579246511305,"0",2.4183983460332
2,0,"yin","Name","S2","dia","T1",13,"F2_5",-4.57833985189978,"0",-3.47465492454509
2,0,"yin","Name","S2","dia","T1",14,"F1",3.00644715401413,"0",2.22062524992565
2,0,"yin","Name","S2","dia","T1",14,"F5",6.64201803251655,"0",4.88730417814446
2,0,"yin","Name","S2","dia","T1",14,"F2",1.52756695144848,"1",0.717623494058866
2,0,"yin","Name","S2","dia","T1",14,"F2_1",-1.47888020256565,"0",-1.50300175586678
2,0,"yin","Name","S2","dia","T1",14,"F5_1",3.63557087850242,"0",2.66667892821881
2,0,"yin","Name","S2","dia","T1",14,"F2_5",-5.11445108106807,"0",-4.1696806840856
2,0,"yin","Name","S2","dia","T1",15,"F1",2.92086195698132,"0",2.20467852273885
2,0,"yin","Name","S2","dia","T1",15,"F5",6.71490641487882,"0",5.10179414860783
2,0,"yin","Name","S2","dia","T1",15,"F2",1.0652408284974,"1",0.270982451369196
2,0,"yin","Name","S2","dia","T1",15,"F2_1",-1.85562112848392,"0",-1.93369607136966
2,0,"yin","Name","S2","dia","T1",15,"F5_1",3.79404445789751,"0",2.89711562586897
2,0,"yin","Name","S2","dia","T1",15,"F2_5",-5.64966558638143,"0",-4.83081169723863
2,0,"yin","Name","S2","dia","T1",16,"F1",2.89276900246947,"0",2.25356564497703
2,0,"yin","Name","S2","dia","T1",16,"F5",6.77088658056376,"0",5.36392579606676
2,0,"yin","Name","S2","dia","T1",16,"F2",0.917621036336497,"1",0.133321315095536
2,0,"yin","Name","S2","dia","T1",16,"F2_1",-1.97514796613297,"0",-2.1202443298815
2,0,"yin","Name","S2","dia","T1",16,"F5_1",3.87811757809429,"0",3.11036015108972
2,0,"yin","Name","S2","dia","T1",16,"F2_5",-5.85326554422726,"0",-5.23060448097122
2,0,"yin","Name","S2","dia","T1",17,"F1",2.86438550275918,"0",2.23045113434802
2,0,"yin","Name","S2","dia","T1",17,"F5",6.79802849631094,"0",5.49913945963062
2,0,"yin","Name","S2","dia","T1",17,"F2",0.76043774577579,"1",-0.0924173773102968
2,0,"yin","Name","S2","dia","T1",17,"F2_1",-2.10394775698339,"0",-2.32286851165831
2,0,"yin","Name","S2","dia","T1",17,"F5_1",3.93364299355176,"0",3.2686883252826
2,0,"yin","Name","S2","dia","T1",17,"F2_5",-6.03759075053515,"0",-5.59155683694092
2,0,"yin","Name","S2","dia","T1",18,"F1",2.824054809884,"0",2.19188657514343
2,0,"yin","Name","S2","dia","T1",18,"F5",6.76414332136474,"0",5.50659050168763
2,0,"yin","Name","S2","dia","T1",18,"F2",0.577377872507814,"1",-0.320802575146184
2,0,"yin","Name","S2","dia","T1",18,"F2_1",-2.24667693737618,"0",-2.51268915028962
2,0,"yin","Name","S2","dia","T1",18,"F5_1",3.94008851148074,"0",3.3147039265442
2,0,"yin","Name","S2","dia","T1",18,"F2_5",-6.18676544885692,"0",-5.82739307683382
2,0,"yin","Name","S2","dia","T1",19,"F1",2.78350692757593,"0",2.16694622147152
2,0,"yin","Name","S2","dia","T1",19,"F5",6.59825567373292,"0",5.45143530846769
2,0,"yin","Name","S2","dia","T1",19,"F2",0.386569964590155,"1",-0.383273623394597
2,0,"yin","Name","S2","dia","T1",19,"F2_1",-2.39693696298577,"0",-2.55021984486612
2,0,"yin","Name","S2","dia","T1",19,"F5_1",3.81474874615699,"0",3.28448908699617
2,0,"yin","Name","S2","dia","T1",19,"F2_5",-6.21168570914277,"0",-5.83470893186229
2,0,"yin","Name","S2","dia","T1",20,"F1",2.75100010515523,"0",2.17248403935111
2,0,"yin","Name","S2","dia","T1",20,"F5",6.37067084115343,"0",5.34386867325431
2,0,"yin","Name","S2","dia","T1",20,"F2",0.184060871543912,"1",-0.555961881108126
2,0,"yin","Name","S2","dia","T1",20,"F2_1",-2.56693923361132,"0",-2.72844592045924
2,0,"yin","Name","S2","dia","T1",20,"F5_1",3.6196707359982,"0",3.17138463390319
2,0,"yin","Name","S2","dia","T1",20,"F2_5",-6.18660996960952,"0",-5.89983055436243
3,0,"yE","Verb","S2","dia","T1",1,"F1",2.05245446220153,"0",0.96769403881685
3,0,"yE","Verb","S2","dia","T1",1,"F5",4.88574941026592,"0",4.79332662911628
3,0,"yE","Verb","S2","dia","T1",1,"F2",4.58672947225965,"0",2.5488949341307
3,0,"yE","Verb","S2","dia","T1",1,"F2_1",2.53427501005812,"0",1.58120089531385
3,0,"yE","Verb","S2","dia","T1",1,"F5_1",2.83329494806439,"0",3.82563259029943
3,0,"yE","Verb","S2","dia","T1",1,"F2_5",-0.299019938006275,"0",-2.24443169498558
3,0,"yE","Verb","S2","dia","T1",2,"F1",1.94858744400986,"0",0.889295609089426
3,0,"yE","Verb","S2","dia","T1",2,"F5",4.92329634462963,"0",4.86823940467532
3,0,"yE","Verb","S2","dia","T1",2,"F2",4.27263638646038,"0",2.52549845140243
3,0,"yE","Verb","S2","dia","T1",2,"F2_1",2.32404894245051,"0",1.636202842313
3,0,"yE","Verb","S2","dia","T1",2,"F5_1",2.97470890061977,"0",3.9789437955859
3,0,"yE","Verb","S2","dia","T1",2,"F2_5",-0.650659958169257,"0",-2.3427409532729
3,0,"yE","Verb","S2","dia","T1",3,"F1",1.56825898983443,"0",0.54963097711263
3,0,"yE","Verb","S2","dia","T1",3,"F5",4.61928812844686,"0",4.65411032183295
3,0,"yE","Verb","S2","dia","T1",3,"F2",3.99958874681786,"0",2.42522268878163
3,0,"yE","Verb","S2","dia","T1",3,"F2_1",2.43132975698343,"0",1.875591711669
3,0,"yE","Verb","S2","dia","T1",3,"F5_1",3.05102913861243,"0",4.10447934472032
3,0,"yE","Verb","S2","dia","T1",3,"F2_5",-0.619699381629008,"0",-2.22888763305132
3,0,"yE","Verb","S2","dia","T1",4,"F1",1.35608911593712,"0",0.346651422257473
